iter	Passed	Remaining
241	4451	13943
242	4501	14024
243	4518	13999
244	4522	13936
245	4536	13904
246	4546	13859
247	4552	13804
248	4566	13773
249	4571	13713
250	4587	13690
251	4597	13646
252	4609	13610
253	4618	13566
254	4629	13525
255	4635	13471
256	4681	13534
257	4703	13527
258	4713	13485
259	4720	13433
260	4728	13389
261	4751	13384
262	4769	13365
263	4829	13464
264	4833	13407
265	4850	13384
266	4864	13353
267	4872	13308
268	4878	13258
269	4885	13208
270	4898	13178
271	4911	13145
272	4921	13106
273	4929	13060
274	4952	13055
275	4959	13009
276	4965	12959
277	4997	12978
278	5009	12944
279	5013	12891
280	5022	12852
281	5026	12798
282	5044	12780
283	5056	12747
284	5090	12770
285	5109	12755
286	5123	12728
287	5127	12675
288	5139	12645
289	5143	12593
290	5174	12607
291	5210	12632
292	5251	12672
293	5265	12644
294	5282	12623
295	5286	12573
296	5300	12546
297	5306	12499
298	5311	12453
299	5321	12416
300	5337	12395
301	5360	12389
302	5369	12352
303	5374	12305
304	5383	12267
305	5387	12218
306	5395	12178
307	5402	12138
308	5411	12101
309	5418	12059
310	5421	12010
311	5437	11991
312	5445	11951
313	5452	11912
314	5458	11870
315	5466	11833
316	5472	11791
317	5479	11750
318	5319	5422	1319	5536	11765
320	5540	11720
321	5322	5501	1322	5323	5508	11492
324	5513	11450
325	5531	11435
326	5547	1326	5619	11564
327	5636	11547
328	5642	11508
329	5667	11507
330	5672	11465
331	5680	11430
332	5715	11448
333	5719	11404
334	5733	11381
335	5742	11348
336	5791	11393
337	5795	11350
338	5812	11333
339	5865	11386
340	5877	11359
341	5882	11317
342	5885	11274
343	5894	11239
344	5905	11212
345	5921	11191
346	5926	11152
347	5938	11126
348	5349	5908	10972
350	5927	10960
351	5960	10972
352	5963	1352	6090	11163
353	6117	11163
354	6122	11123
355	6131	11091
356	6357	6050	1357	6236	11183
358	6241	11143
359	6250	11111
360	6254	11070
361	6263	11038
362	6267	10997
363	6272	10959
364	6365	6230	10792
366	6238	10759
367	6241	10719
368	6252	10691
369	6256	10653
370	6261	10615
371	6271	10587
372	6281	10558
373	6292	10531
374	6296	10494
375	6309	10470
376	6312	1376	6377	6355	10458
378	6359	10420
379	6370	10393
380	6381	1380	6381	6400	1381	6382	6406	1382	6534	10527
383	6547	10502
384	6576	10505
385	6596	10493
386	6387	6499	1387	6388	6511	1388	6389	6721	10512
390	6725	10474
391	6745	10462
392	6754	10432
393	6758	10395
394	6843	10481
395	6852	10452
396	6865	10427
397	6876	10401
398	6892	10381
399	6940	10410
400	6944	10373
401	6950	10339
402	7009	10383
403	7019	10355
404	7023	10318
405	7038	10297
406	7052	10275
407	7058	1407	7165	10396
408	7176	10369
409	7183	10336
410	7191	10305
411	7195	10269
412	7214	10253
413	7226	10228
414	7415	7187	10090
416	7204	10072
417	7208	10036
418	7323	10154
419	7339	10135
420	7345	10102
421	7349	10065
422	7367	1422	7423	7371	1423	7424	7381	9424	425	7401	9972
426	7406	993426	7504	10070
427	7516	10045
428	7534	100284429	7558	10019
430	7566	99843431	7588	99743432	7604	995434	7537	9789
435	7552	9769
436	7558	9737
43436	7655	986438	7578	9684
439	7584	9653
440	7598	9631
44440	7717	9782
441	7726	97544442	7760	97544443	7766	972445	7694	9557
446	7711	9540
447	7729	9523
448	7734	9491
449	7749	9471
450	7765	9452
45450	7869	95745451	7884	9559
452	7894	9532
453	7898	9498
454	7912	9477
455	7919	9448
456	7962	9460
457	7966	9427
458	7978	9403
459	8026	9422
460	8038	9398
461	8042	9365
462	8053	9341
463	8086	9341
464	8092	9310
465	8099	9280
466	8107	9253
467	8116	9227
468	8126	9200
469	8130	9168
470	8135	9137
471	8165	9134
472	8224	9163
473	8229	9132
474	8240	9107
475	8244	9076
476	8255	9051
477	8373	9144
478	8446	9186
479	8468	9174
480	8477	9146
481	8568	9208
482	8582	9186
483	8586	9154
484	8594	9125
485	8598	9094
486	8649	9110
487	8699	9126
488	8704	9095
489	8717	9073
490	8725	9045
491	8734	9018
492	8739	8988
493	8801	9015
494	8817	8995
495	8832	8974
496	8850	8957
497	8945	9016
498	8992	9028
499	9058	9058
500	9144	9107
501	9155	9083
502	9169	9060
503	9188	9042
504	9200	9018
505	9215	8996
506	9219	8965
507	9225	8934
508	9243	8916
509	9248	8885
510	9255	8857
511	9265	8831
512	9270	8800
513	9276	8770
514	9282	8741
515	9308	8730
516	9311	8699
517	9318	8670
518	9323	8640
519	9328	8611
520	9439	8678
521	9445	8649
522	9449	8618
523	9463	8596
524	9497	8592
525	9503	8563
526	9517	8542
527	9521	8512
528	9526	8481
529	9555	8474
530	9673	8544
531	9678	8514
532	9712	8510
533	9731	8491
534	9745	8470
535	9750	8441
536	9754	8410
537	9841	8451
538	9852	8427
539	9925	8455
540	9932	8426
541	9936	8396
542	9941	8367
543	9951	8341
544	9955	8311
545	9959	8281
546	9965	8252
547	10185	8401
548	10189	8370
549	10193	8340
550	10201	8313
551	10208	8284
552	10217	8258
553	10223	8230
554	10235	8206
555	10239	8176
556	10245	8148
557	10249	8119
558	10263	8097
559	10269	8068
560	10274	8039
561	10276	8009
562	10313	8005
563	10323	7980
564	10336	7958
565	10390	7967
566	10434	7968
567	10442	7942
568	10454	7918
569	10458	7889
570	10539	7918
571	10543	7889
572	10549	7861
573	10567	7843
574	10583	7822
575	10611	7811
576	10616	7783
577	10628	7759
578	10640	7736
579	10651	7712
580	10656	7685
581	10671	7664
582	10706	7658
583	10755	7661
584	10793	7657
585	10800	7630
586	10815	7609
587	10821	7582
588	10889	7598
589	10905	7578
590	10925	7561
591	10929	7532
592	10936	7506
593	10976	7502
594	10984	7477
595	11027	7474
596	11031	7446
597	11079	7448
598	11086	7421
599	11097	7398
600	11102	7371
601	11110	7345
602	11119	7320
603	11125	7294
604	11132	7268
605	11138	7241
606	11143	7215
607	11273	7268
608	11290	7248
609	11299	7224
610	11304	7197
611	11320	7176
612	11343	7161
613	11348	7134
614	11361	7112
615	11369	7087
616	11377	7062
617	11453	7079
618	11457	7052
619	11462	7025
620	11466	6998
621	11470	6971
622	11504	6961
623	11509	6935
624	11513	6908
625	11521	6883
626	11533	6861
627	11538	6834
628	11545	6809
629	11634	6832
630	11639	6806
631	11656	6787
632	11670	6766
633	11679	6742
634	11687	6718
635	11704	6698
636	11781	6713
637	11836	6715
638	11846	6692
639	11868	6675
640	11883	6655
641	11896	6633
642	11998	6661
643	12012	6640
644	12021	6616
645	12031	6593
646	12040	6569
647	12048	6544
648	12058	6521
649	12067	6497
650	12073	6472
651	12154	6487
652	12160	6461
653	12169	6438
654	12174	6412
655	12213	6404
656	12251	6396
657	12260	6372
658	12287	6357
659	12302	6337
660	12312	6314
661	12316	6288
662	12338	6271
663	12347	6248
664	12353	6223
665	12378	6208
666	12388	6184
667	12394	6160
668	12408	6139
669	12422	6118
670	12457	6107
671	12569	6135
672	12587	6115
673	12596	6092
674	12602	6067
675	12616	6047
676	12621	6021
677	12629	5998
678	12699	6003
679	12714	5983
680	12723	5959
681	12734	5937
682	12803	5942
683	12811	5918
684	12825	5897
685	12830	5872
686	12838	5849
687	12852	5828
688	12861	5805
689	12877	5785
690	12889	5764
691	12909	5745
692	12929	5727
693	12937	5704
694	12946	5681
695	12998	5677
696	13007	5654
697	13012	5630
698	13020	5606
699	13024	5582
700	13036	5560
701	13055	5542
702	13119	5542
703	13125	5518
704	13129	5493
705	13136	5470
706	13142	5446
707	13168	5431
708	13183	5410
709	13187	5386
710	13198	5364
711	13249	5359
712	13253	5334
713	13257	5310
714	13280	5293
715	13503	5356
716	13510	5332
717	13533	5315
718	13548	5295
719	13651	5308
720	13666	5288
721	13681	5267
722	13739	5264
723	13760	5245
724	13770	5223
725	13795	5206
726	13800	5182
727	13836	5169
728	13851	5149
729	13873	5131
730	13884	5109
731	13966	5113
732	14025	5108
733	14032	5085
734	14051	5066
735	14059	5043
736	14091	5028
737	14098	5005
738	14207	5017
739	14292	5021
740	14296	4997
741	14352	4990
742	14357	4966
743	14473	4980
744	14477	4955
745	14495	4935
746	14536	4923
747	14543	4899
748	14558	4878
749	14563	4854
750	14575	4832
751	14597	4813
752	14626	4797
753	14632	4774
754	14642	4751
755	14675	4736
756	14698	4718
757	14725	4701
758	14738	4679
759	14796	4672
760	14823	4655
761	14827	4631
762	14855	4614
763	15009	4636
764	15093	4636
765	15097	4611
766	15221	4623
767	15229	4600
768	15239	4577
769	15244	4553
770	15309	4547
771	15324	4525
772	15333	4502
773	15394	4494
774	15402	4471
775	15414	4449
776	15425	4427
777	15429	4402
778	15530	4405
779	15534	4381
780	15544	4358
781	15605	4350
782	15611	4326
783	15695	4324
784	15756	4315
785	15762	4291
786	15770	4268
787	15774	4244
788	15787	4221
789	15793	4198
790	15798	4174
791	15803	4150
792	15807	4126
793	15814	4103
794	15821	4079
795	15833	4057
796	15838	4034
797	16071	4068
798	16075	4044
799	16080	4020
800	16085	3996
801	16092	3973
802	16103	3950
803	16149	3936
804	16153	3913
805	16265	3915
806	16269	3890
807	16284	3869
808	16287	3845
809	16292	3821
810	16405	3823
811	16416	3800
812	16419	3776
813	16433	3755
814	16509	3747
815	16530	3727
816	16548	3706
817	16552	3682
818	16566	3661
819	16573	3638
820	16681	3636
821	16703	3617
822	16713	3594
823	16723	3572
824	16733	3549
825	16747	3527
826	16751	3504
827	16912	3513
828	16917	3489
829	16934	3468
830	16949	3447
831	16958	3424
832	16962	3400
833	16965	3376
834	16974	3354
835	16984	3331
836	16988	3308
837	17088	3303
838	17108	3283
839	17118	3260
840	17135	3239
841	17140	3216
842	17167	3197
843	17171	3173
844	17191	3153
845	17251	3140
846	17256	3117
847	17305	3102
848	17316	3079
849	17333	3058
850	17338	3035
851	17347	3013
852	17367	2993
853	17372	2970
854	17451	2959
855	17455	2936
856	17470	2915
857	17476	2892
858	17485	2870
859	17506	2849
860	17513	2827
861	17518	2804
862	17532	2783
863	17550	2762
864	17555	2739
865	17570	2718
866	17601	2700
867	17607	2677
868	17734	2673
869	17765	2654
870	17792	2635
871	17798	2612
872	17801	2589
873	17814	2568
874	17817	2545
875	17828	2523
876	17879	2507
877	17884	2485
878	17898	2463
879	17911	2442
880	17930	2421
881	17934	2399
882	17945	2377
883	17967	2357
884	17985	2337
885	17993	2315
886	17998	2292
887	18006	2271
888	18011	2248
889	18016	2226
890	18027	2205
891	18058	2186
892	18096	2168
893	18104	2146
894	18131	2127
895	18141	2105
896	18147	2083
897	18156	2062
898	18179	2042
899	18183	2020
900	18193	1999
901	18196	1976
902	18207	1955
903	18224	1935
904	18228	1913
905	18257	1894
906	18439	1890
907	18443	1868
908	18495	1851
909	18506	1830
910	18593	1816
911	18609	1795
912	18625	1774
913	18628	1752
914	18634	1731
915	18780	1722
916	18784	1700
917	18807	1679
918	18815	1658
919	18823	1636
920	18827	1614
921	18941	1602
922	18955	1581
923	18993	1562
924	19024	1542
925	19029	1520
926	19045	1499
927	19080	1480
928	19091	1459
929	19145	1441
930	19161	1420
931	19200	1400
932	19241	1381
933	19352	1367
934	19373	1346
935	19380	1325
936	19423	1305
937	19475	1287
938	19481	1265
939	19524	1246
940	19536	1224
941	19554	1203
942	19568	1182
943	19574	1161
944	19621	1141
945	19641	1121
946	19657	1100
947	19720	1081
948	19725	1060
949	19738	1038
950	19746	1017
951	19765	996
952	19803	976
953	19868	957
954	19875	936
955	19902	916
956	19907	894
957	19923	873
958	19951	852
959	19966	831
960	20006	811
961	20016	790
962	20030	769
963	20042	748
964	20050	727
965	20060	706
966	20067	684
967	20245	669
968	20305	649
969	20314	628
970	20350	607
971	20364	586
972	20413	566
973	20432	545
974	20445	524
975	20460	503
976	20472	481
977	20515	461
978	20565	441
979	20583	420
980	20605	399
981	20707	379
982	20725	358
983	20739	337
984	20742	315
985	20752	294
986	20959	276
987	21025	255
988	21043	234
989	21086	212
990	21090	191
991	21094	170
992	21118	148
993	21124	127
994	21198	106
995	21249	85
996	21253	63
997	21370	42
998	21375	21
999	21408	0
