iter	RMSE
290	796.8202706
291	796.8180499
292	796.8157414
293	796.8114576
294	796.806367
295	796.8025065
296	796.7978003
297	796.7940516
298	796.7901549
299	796.7866885
300	796.7845154
301	796.7803885
302	796.7765008
303	796.7688071
304	796.7641657
305	796.7623841
306	796.7545658
307	796.7509266
308	796.7486015
309	796.7469607
310	796.743387
311	796.7343884
312	796.7319416
313	796.7256443
314	796.723681
315	796.721735
316	796.7145072
317	796.7067006
318	796.7048744
319	796.7017586
320	796.6999327
321	796.696626
322	796.6950395
323	796.6323	879324	796.6324	879325	796.6325	879326	796.6810588
327	796.6793955
328	796.675864
329	796.6728756
330	796.6687355
331	796.6656473
332	796.6642267
333	796.6613316
334	796.6599952
335	796.6570825
336	796.6539768
337	796.6514042
338	796.6447613
339	796.642067
340	796.6402575
341	796.6388913
342	796.6370048
343	796.6338976
344	796.6323659
345	796.6311654
346	796.6288601
347	796.6277584
348	796.625627
349	796.62349	87350	796.62350	878.9413078
351	87352	796.6140196
353	796.6121902
354	796.6090662
355	796.6077294
356	796.6046528
357	796.6018591
358	796.5983798
359	796.5935849
360	796.5920191
361	796.586585
362	796.5808689
363	796.5793975
364	796.5785093
365	796.577365	878.9062334
366	878.9040131
367	878.9030584
368	878.8986598
369	878.8966773
370	878.8946012
371	878.8934278
372	878.8912107
373	878.8889822
374	878.8876986
375376	796.5469777
377	796.54591377	878.8784107
378379	796.54174379380	796.5398774
381	796.5383141
382	796.536455
383	796.5348604
384	796.5331785
385	796.53231
386	796.5297686
387	796.528238
388	796.5247862
389	796.5236389	878.8525996
390	878.8509656
391	878.8498094
392	393	796.5150393	394	796.514394	878.845371
395	878.8416341
396	878.8404652
397	878.8368671
398	878.8359161
399	878.8350542
400	878.8328956
401	402	796.5016402	878.8274597
403	878.8255423
404	878.8231506
405	878.8223954
406	407	796.4959046
408	796.4949602
409	796.4940668
410	796.4923305
411	796.4914133
412	796.4906838
413	796.4898499
414	796.4891272
415	796.4883415	416	796.4863416	878.803991
417	878.8015104
418	878.8007464
419	878.7989949
420	8421	796.481421	8422	796.4794283
423	796.4786726
424	796.476468
425	796.4749425	426	796.4732031
427	796.4726184
428	796.4707753
429	796.4700645
430	796.4665668
431	796.4643864
432	796.4634867
433	796.4629525
434	796.46228
435	796.4596802
436	796.4585368
437	796.4573272
438	796.4554058
439	796.4539875
440	796.4526416
441	796.4511453
442	796.450507
443	796.4488217
444	796.4474454
445	796.4467646
446	796.4462746
447	796.4440447	448	796.4434555
449	796.4422027
450	796.4417105
451	796.4387113
452	796.4371564
453	796.4360612
454	796.4347113
455	796.4316876
456	796.430215
457	796.4296894
458	796.4263927
459	796.4236585
460	796.4207023
461	796.4197387
462	796.4170039
463	796.4160514
464	796.4154376
465	796.4138031
466	796.4117202
467	796.4105072
468	796.4091419
469	796.4086917
470	796.4079732
471	796.4016082
472	796.3994693
473	796.3949268
474	796.3942416
475	796.3936976
476	796.3930822
477	796.3901015
478	796.3896067
479	796.3868419
480	796.3831043
481	796.3820451
482	796.3815528
483	796.3804941
484	796.3800866
485	796.3758711
486	796.3753136
487	796.3728068
488	796.3695045
489	796.3685513
490	796.3630246
491	796.3618471
492	796.3610063
493	796.358892
494	796.3560381
495	796.3555429
496	796.3550991
497	796.3530365
498	796.3525294
499	796.3507347
500	796.3488756
501	796.3471575
502	796.3452023
503	796.3447045
504	796.3443039
505	796.3436705
506	796.343273
507	796.3428871
508	796.341037
509	796.3400093
510	796.3387728
511	796.3376776
512	796.3373313
513	796.337005
514	796.3359841
515	796.3356757
516	796.3349147
517	796.3337748
518	796.3327025
519	796.3309326
520	796.3300228
521	796.3280915
522	796.3260031
523	796.3249445
524	796.3245712
525	796.3205844
526	796.3193296
527	796.3148243
528	796.3144263
529	796.3140753
530	796.312617
531	796.3109751
532	796.3072635
533	796.3062708
534	796.3030017
535	796.3022206
536	796.3018745
537	796.3014953
538	796.298327
539	796.296288
540	796.295011
541	796.2947147
542	796.294375
543	796.2928399
544	796.2919751
545	796.2912848
546	796.2905044
547	796.288941
548	796.2881614
549	796.2872594
550	796.2839018
551	796.2836314
552	796.2827857
553	796.2795631
554	796.2768093
555	796.273815
556	796.2710326
557	796.2705591
558	796.2698909
559	796.2692289
560	796.2685835
561	796.2670582
562	796.2645692
563	796.2643173
564	796.2607435
565	796.2599915
566	796.2576181
567	796.2549618
568	796.2536456
569	796.2522431
570	796.2516265
571	796.2500571
572	796.2493497
573	796.2474191
574	796.2458604
575	796.2435911
576	796.243042
577	796.2414742
578	796.2409145
579	796.2397375
580	796.2390489
581	796.2369046
582	796.2366688
583	796.2345454
584	796.2324943
585	796.2321311
586	796.2312044
587	796.230982
588	796.2290815
589	796.2286355
590	796.2278769
591	796.2275914
592	796.2258748
593	796.2252447
594	796.2250162
595	796.2243993
596	796.2237472
597	796.2231294
598	796.2218359
599	796.2199121
600	796.219668
601	796.2184301
602	796.2177371
603	796.2159599
604	796.2150468
605	796.2142087
606	796.2136211
607	796.2128248
608	796.2117321
609	796.2099771
610	796.2094746
611	796.2074532
612	796.2057279
613	796.2040876
614	796.2035224
615	796.2018941
616	796.2009296
617	796.1999217
618	796.1994368
619	796.1991403
620	796.1989404
621	796.1985127
622	796.1979968
623	796.1974863
624	796.195108
625	796.1947253
626	796.1942321
627	796.1936982
628	796.1930965
629	796.1924784
630	796.1909507
631	796.1895164
632	796.1890535
633	796.1884991
634	796.1877323
635	796.1875443
636	796.1872061
637	796.1867407
638	796.1862445
639	796.1856691
640	796.1852982
641	796.1830103
642	796.1819653
643	796.1805765
644	796.1794504
645	796.1791582
646	796.178102
647	796.1771978
648	796.1758759
649	796.1752569
650	796.1750784
651	796.1747059
652	796.174015
653	796.1735125
654	796.172236
655	796.1714928
656	796.1710541
657	796.1707257
658	796.1703439
659	796.1691098
660	796.1678955
661	796.1675714
662	796.1674061
663	796.1666593
664	796.1663922
665	796.1656609
666	796.165288
667	796.1639053
668	796.1622314
669	796.161938
670	796.1610717
671	796.1609148
672	796.1603801
673	796.160131
674	796.1599243
675	796.1588338
676	796.1567467
677	796.1565595
678	796.1555058
679	796.1546524
680	796.1528753
681	796.1524566
682	796.1516149
683	796.1504048
684	796.1500156
685	796.1490355
686	796.1478997
687	796.1472746
688	796.1470137
689	796.1458905
690	796.1449616
691	796.1444579
692	796.1442951
693	796.1431423
694	796.1425409
695	796.1409371
696	796.140609
697	796.1401785
698	796.1386427
699	796.1379763
700	796.1361159
701	796.1359617
702	796.135002
703	796.1344964
704	796.1342788
705	796.1328311
706	796.1320156
707	796.1315983
708	796.130714
709	796.1303866
710	796.1296509
711	796.1288901
712	796.1279578
713	796.1276207
714	796.1271953
715	796.1264895
716	796.1262278
717	796.1249047
718	796.1245883
719	796.1238627
720	796.1231618
721	796.1222767
722	796.1218402
723	796.1211422
724	796.1204266
725	796.1202188
726	796.1200969
727	796.1193854
728	796.1190919
729	796.1187721
730	796.1181176
731	796.1171785
732	796.1166056
733	796.1164911
734	796.1161419
735	796.1160245
736	796.1156189
737	796.1152558
738	796.1147438
739	796.113575
740	796.1132869
741	796.1130281
742	796.112822
743	796.1124713
744	796.1120852
745	796.1119676
746	796.1117854
747	796.1116328
748	796.1110895
749	796.1108142
750	796.1107032
751	796.1105181
752	796.1100522
753	796.1093142
754	796.1086451
755	796.1080711
756	796.1073422
757	796.1070756
758	796.1067933
759	796.1063932
760	796.105867
761	796.1054632
762	796.1053672
763	796.1049212
764	796.1042846
765	796.104107
766	796.103669
767	796.1029875
768	796.1023655
769	796.1020882
770	796.1019282
771	796.1011991
772	796.1005456
773	796.1002602
774	796.0999335
775	796.0997345
776	796.0993706
777	796.0989157
778	796.0983338
779	796.0980392
780	796.0976255
781	796.0970914
782	796.0968966
783	796.0967371
784	796.0961408
785	796.0956351
786	796.0951035
787	796.0945219
788	796.0940458
789	796.0937041
790	796.0935241
791	796.0932205
792	796.0928406
793	796.0926136
794	796.0919628
795	796.0913222
796	796.0908863
797	796.0903968
798	796.0898882
799	796.0893498
800	796.0892518
801	796.0887793
802	796.0882604
803	796.0873596
804	796.086938
805	796.0867763
806	796.0856476
807	796.0851386
808	796.0848985
809	796.0842023
810	796.0839015
811	796.0837543
812	796.0836578
813	796.0834263
814	796.083258
815	796.0829424
816	796.0827822
817	796.0826212
818	796.0823178
819	796.0822159
820	796.0820789
821	796.0816987
822	796.0814753
823	796.0811502
824	796.0809904
825	796.0804064
826	796.0802508
827	796.0800542
828	796.0797139
829	796.0795801
830	796.0791684
831	796.0787197
832	796.0786018
833	796.0780572
834	796.0776363
835	796.0774829
836	796.0769525
837	796.0765466
838	796.0755815
839	796.0753324
840	796.0748793
841	796.0744955
842	796.0743025
843	796.0738775
844	796.0737945
845	796.0733861
846	796.0729812
847	796.0728018
848	796.0722515
849	796.0714689
850	796.0710654
851	796.0707771
852	796.0703438
853	796.0699766
854	796.0697092
855	796.0695577
856	796.0692158
857	796.0689104
858	796.068825
859	796.068452
860	796.0682413
861	796.0680811
862	796.0673734
863	796.0671723
864	796.0667664
865	796.0661137
866	796.065792
867	796.0650897
868	796.0649429
869	796.0647073
870	796.0643771
871	796.0639166
872	796.0636228
873	796.0634638
874	796.0631042
875	796.0626986
876	796.0625055
877	796.0623885
878	796.0621865
879	796.0620214
880	796.0619405
881	796.0616233
882	796.0609625
883	796.060839
884	796.0607666
885	796.06058
886	796.0603871
887	796.0600778
888	796.059821
889	796.0596834
890	796.0592639
891	796.0590072
892	796.05882
893	796.0585972
894	796.0585113
895	796.0584088
896	796.0580396
897	796.0577644
898	796.0573404
899	796.057169
900	796.0568264
901	796.0564828
902	796.0563976
903	796.0562095
904	796.0561001
905	796.0557647
906	796.0554428
907	796.0552421
908	796.0548877
909	796.0545933
910	796.054356
911	796.0541774
912	796.0537897
913	796.0534771
914	796.053216
915	796.0530464
916	796.052905
917	796.0527446
918	796.0525696
919	796.0524864
920	796.0521921
921	796.052087
922	796.0518703
923	796.0515813
924	796.0513964
925	796.0512765
926	796.0508391
927	796.0505473
928	796.0504067
929	796.0501311
930	796.0500243
931	796.0498612
932	796.0497285
933	796.0495522
934	796.0492798
935	796.0491265
936	796.048966
937	796.0486599
938	796.0484106
939	796.0478723
940	796.0477642
941	796.0472345
942	796.0471205
943	796.0468832
944	796.0467903
945	796.0465472
946	796.0463129
947	796.0461502
948	796.0458634
949	796.0455317
950	796.0453542
951	796.0451401
952	796.0450661
953	796.044913
954	796.0448486
955	796.0443877
956	796.044296
957	796.0441406
958	796.0439912
959	796.043696
960	796.0435298
961	796.0432385
962	796.042987
963	796.0427475
964	796.0426278
965	796.0424487
966	796.0421873
967	796.0419208
968	796.0416797
969	796.0415456
970	796.0413994
971	796.0411599
972	796.0409469
973	796.0407313
974	796.0406028
975	796.0404822
976	796.0404235
977	796.0402428
978	796.0401056
979	796.0398468
980	796.0396815
981	796.0396194
982	796.039397
983	796.0392767
984	796.0391941
985	796.0389743
986	796.0387641
987	796.0385599
988	796.0384399
989	796.0382153
990	796.0379719
991	796.0377378
992	796.0376834
993	796.0374643
994	796.037156
995	796.0370017
996	796.0366887
997	796.0365427
998	796.0363511
999	796.0362659
47
999	878.4329101
