host_id_x,neighbourhood,latitude_x,longitude_x,room_type_x,price_x,number_of_reviews_x,reviews_per_month_x,availability_365_x,accommodates,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,review_scores_rating,instant_bookable
19393423.0,II Parioli/Nomentano,41.895649,12.517254,Entire home/apt,87.0,175.0,1.59,231.0,4.0,within an hour,100.0,100.0,1.0,4.82,0.0
20886694.0,III Monte Sacro,41.93334,12.5318,Private room,60.0,27.0,0.26,343.0,2.0,within an hour,100.0,81.0,1.0,4.7,0.0
2756943.0,I Centro Storico,41.90784,12.45784,Private room,70.0,111.0,1.1,306.0,2.0,within an hour,90.0,73.0,0.0,4.54,0.0
20802755.0,I Centro Storico,41.89513,12.490329,Private room,139.0,33.0,0.38,42.0,2.0,within an hour,100.0,100.0,1.0,4.85,1.0
3574758.0,I Centro Storico,41.90933,12.45867,Entire home/apt,180.0,29.0,0.41,332.0,2.0,within an hour,100.0,100.0,0.0,4.79,1.0
20888423.0,II Parioli/Nomentano,41.91413,12.49876,Private room,69.0,105.0,0.96,183.0,3.0,within a day,80.0,71.0,0.0,4.61,0.0
19427555.0,VII San Giovanni/Cinecittà,41.87189,12.52225,Private room,47.0,12.0,0.25,336.0,2.0,within a few hours,100.0,52.0,0.0,4.5,0.0
20802755.0,I Centro Storico,41.89621,12.49112,Entire home/apt,350.0,0.0,0.8460000000000001,0.0,5.0,within an hour,100.0,100.0,1.0,4.864,1.0
19433762.0,II Parioli/Nomentano,41.91495,12.47579,Entire home/apt,268.0,236.0,2.15,70.0,6.0,within an hour,100.0,99.0,1.0,4.89,1.0
642786.0,XV Cassia/Flaminia,41.96343,12.45018,Entire home/apt,65.0,30.0,0.29,38.0,2.0,within a day,80.0,0.0,0.0,4.32,0.0
19434044.0,II Parioli/Nomentano,41.92907,12.469,Entire home/apt,200.0,4.0,0.04,0.0,4.0,within an hour,100.0,99.0,0.0,5.0,0.0
20901169.0,VII San Giovanni/Cinecittà,41.88448,12.51038,Private room,126.0,28.0,0.29,8.0,4.0,within a day,83.0,73.0,1.0,4.7,1.0
21179740.0,I Centro Storico,41.89823,12.46876,Entire home/apt,110.0,299.0,2.86,132.0,2.0,within an hour,100.0,100.0,1.0,4.85,0.0
20939375.0,VII San Giovanni/Cinecittà,41.86264,12.54977,Private room,38.0,202.0,1.86,5.0,2.0,within a few hours,100.0,88.0,0.0,4.47,0.0
20901169.0,VII San Giovanni/Cinecittà,41.88455,12.51036,Private room,139.0,25.0,0.26,11.0,3.0,within a day,83.0,73.0,1.0,4.54,1.0
6419565.0,I Centro Storico,41.91234,12.46826,Private room,161.0,38.0,0.35,354.0,2.0,within an hour,100.0,100.0,0.0,4.41,1.0
21173109.0,II Parioli/Nomentano,41.91678,12.51455,Entire home/apt,50.0,81.0,0.74,178.0,4.0,within a day,100.0,93.0,0.0,4.61,0.0
1973782.0,XII Monte Verde,41.87411,12.46745,Private room,78.0,202.0,1.97,249.0,2.0,within an hour,100.0,98.0,0.0,4.46,1.0
6965649.0,V Prenestino/Centocelle,41.88928,12.53027,Private room,77.0,65.0,0.6,333.0,1.0,within a few hours,100.0,84.0,1.0,4.8,0.0
21202061.0,XIV Monte Mario,41.91375,12.44284,Private room,76.0,28.0,0.3,142.0,2.0,within an hour,100.0,98.0,0.0,4.68,0.0
108115545.0,I Centro Storico,41.89689,12.50637,Entire home/apt,85.0,445.0,4.08,263.0,2.0,within an hour,100.0,100.0,0.0,4.52,1.0
21156671.0,I Centro Storico,41.90675,12.45015,Entire home/apt,89.0,207.0,1.9,214.0,2.0,within an hour,100.0,100.0,1.0,4.7,1.0
9682390.0,I Centro Storico,41.90659,12.44561,Entire home/apt,86.0,40.0,0.49,227.0,4.0,within an hour,100.0,100.0,1.0,4.95,1.0
21003554.0,I Centro Storico,41.89843718441091,12.468744120109886,Entire home/apt,115.0,308.0,3.15,307.0,3.0,within an hour,100.0,100.0,1.0,4.84,1.0
21200624.0,VIII Appia Antica,41.85385,12.50259,Entire home/apt,80.0,114.0,1.05,334.0,4.0,a few days or more,40.0,25.0,0.0,4.75,0.0
494485.0,XI Arvalia/Portuense,41.81628,12.347723,Entire home/apt,96.0,17.0,0.17,345.0,4.0,within an hour,97.0,100.0,0.0,4.35,1.0
19423578.0,I Centro Storico,41.89825,12.46686,Entire home/apt,145.0,232.0,2.14,220.0,5.0,within an hour,100.0,100.0,1.0,4.9,1.0
21080578.0,I Centro Storico,41.89695,12.47491,Entire home/apt,113.0,342.0,3.16,213.0,2.0,within an hour,90.0,100.0,0.0,4.47,1.0
21081370.0,I Centro Storico,41.9131,12.45433,Entire home/apt,169.0,31.0,0.29,52.0,4.0,within a day,67.0,100.0,1.0,4.77,1.0
13990242.0,I Centro Storico,41.90355,12.49351,Private room,147.0,235.0,2.3,153.0,2.0,within an hour,100.0,100.0,1.0,4.79,0.0
21086825.0,I Centro Storico,41.9071,12.46773,Entire home/apt,118.0,10.0,0.17,227.0,4.0,within a day,100.0,100.0,0.0,5.0,1.0
13990242.0,I Centro Storico,41.9018783569336,12.493428230285645,Private room,111.0,183.0,1.69,142.0,2.0,within an hour,100.0,100.0,1.0,4.83,0.0
494485.0,XI Arvalia/Portuense,41.81759,12.34589,Entire home/apt,117.0,13.0,0.15,349.0,5.0,within an hour,97.0,100.0,0.0,4.46,1.0
19291580.0,I Centro Storico,41.88012,12.4759,Private room,47.0,12.0,0.12,24.0,2.0,within a few hours,80.0,91.0,0.0,4.75,0.0
21247498.0,I Centro Storico,41.89751052856445,12.471782684326172,Entire home/apt,291.0,83.0,0.83,109.0,6.0,within an hour,100.0,99.0,1.0,4.8,1.0
21089774.0,X Ostia/Acilia,41.72817,12.28314,Entire home/apt,200.0,107.0,0.98,264.0,6.0,within an hour,100.0,100.0,1.0,4.91,1.0
21249902.0,XIII Aurelia,41.90017,12.45406,Entire home/apt,90.0,1.0,0.01,241.0,4.0,0.8,100.0,0.0,0.0,5.0,0.0
7445351.0,I Centro Storico,41.90174,12.50503,Private room,160.0,18.0,0.2,309.0,2.0,within an hour,100.0,99.0,0.0,4.89,0.0
494485.0,I Centro Storico,41.8863,12.47316,Entire home/apt,418.0,81.0,0.78,276.0,14.0,within an hour,97.0,100.0,0.0,4.59,1.0
81015.0,I Centro Storico,41.89407,12.50032,Entire home/apt,142.0,184.0,1.69,329.0,2.0,within an hour,100.0,85.0,0.0,4.52,1.0
20969329.0,XV Cassia/Flaminia,42.08627,12.35077,Entire home/apt,60.0,1.0,0.12,228.0,3.0,within an hour,93.0,50.0,0.0,5.0,0.0
21095791.0,I Centro Storico,41.90336,12.48759,Entire home/apt,180.0,144.0,1.36,266.0,5.0,within an hour,100.0,100.0,1.0,4.95,0.0
494485.0,I Centro Storico,41.88818,12.47472,Entire home/apt,305.0,71.0,0.66,302.0,8.0,within an hour,97.0,100.0,0.0,4.73,1.0
94247231.0,I Centro Storico,41.89985,12.46703,Entire home/apt,140.0,340.0,3.18,281.0,4.0,within an hour,100.0,100.0,0.0,4.81,0.0
21134719.0,I Centro Storico,41.88456,12.46708,Entire home/apt,189.0,83.0,0.81,44.0,5.0,within a few hours,100.0,93.0,1.0,4.8,0.0
21259938.0,I Centro Storico,41.89616,12.49983,Entire home/apt,126.0,186.0,1.76,78.0,2.0,within a few hours,100.0,100.0,1.0,4.76,0.0
19291580.0,I Centro Storico,41.88012,12.4759,Private room,57.0,12.0,0.11,320.0,2.0,within a few hours,80.0,91.0,0.0,4.5,0.0
21305283.0,I Centro Storico,41.88983,12.4753,Entire home/apt,290.0,1.0,0.17,0.0,5.0,0.8,100.0,100.0,0.0,5.0,0.0
21162337.0,XIII Aurelia,41.90546,12.42126,Private room,67.0,158.0,1.46,16.0,2.0,within an hour,80.0,96.0,0.0,4.44,0.0
19291580.0,I Centro Storico,41.88012,12.4759,Private room,61.0,10.0,0.1,324.0,5.0,within a few hours,80.0,91.0,0.0,4.67,0.0
20298229.0,I Centro Storico,41.90666,12.44486,Entire home/apt,420.0,214.0,2.0,233.0,14.0,within an hour,97.0,100.0,1.0,4.89,1.0
18966357.0,VII San Giovanni/Cinecittà,41.88689,12.5259,Entire home/apt,81.0,562.0,5.23,310.0,2.0,within a few hours,92.0,97.0,0.0,4.68,0.0
21309509.0,XIII Aurelia,41.89257,12.42995,Entire home/apt,200.0,68.0,0.63,0.0,3.0,0.8,96.2,73.4,0.0,4.6,0.0
21440812.0,I Centro Storico,41.90197,12.50576,Private room,62.0,157.0,1.53,254.0,2.0,within an hour,100.0,96.0,1.0,4.61,1.0
21440812.0,I Centro Storico,41.90199,12.50583,Private room,58.0,42.0,0.41,289.0,2.0,within an hour,100.0,96.0,1.0,4.71,0.0
21440812.0,I Centro Storico,41.90198,12.50586,Private room,117.0,25.0,0.25,305.0,3.0,within an hour,100.0,96.0,1.0,4.84,0.0
21324539.0,I Centro Storico,41.89009,12.46677,Entire home/apt,70.0,189.0,1.76,227.0,2.0,within an hour,81.0,98.0,0.0,4.53,0.0
21440812.0,I Centro Storico,41.90199,12.50587,Private room,60.0,30.0,0.29,291.0,2.0,within an hour,100.0,96.0,1.0,4.4,0.0
21356956.0,IV Tiburtina,41.90738,12.56676,Entire home/apt,49.0,113.0,1.04,71.0,2.0,within an hour,100.0,100.0,1.0,4.82,1.0
21912060.0,XII Monte Verde,41.87318,12.46533,Private room,120.0,16.0,0.16,309.0,2.0,a few days or more,11.0,0.0,0.0,4.44,0.0
3486696.0,I Centro Storico,41.88926,12.50058,Entire home/apt,175.0,136.0,1.32,227.0,4.0,within an hour,100.0,97.0,1.0,4.82,1.0
21364904.0,I Centro Storico,41.89985,12.47543,Entire home/apt,609.0,192.0,1.77,242.0,11.0,within a few hours,100.0,97.0,0.0,4.92,0.0
21544130.0,I Centro Storico,41.91207,12.45387,Entire home/apt,95.0,212.0,2.01,299.0,4.0,within an hour,100.0,97.0,1.0,4.81,0.0
3040476.0,I Centro Storico,41.89978,12.48093,Entire home/apt,196.0,313.0,2.89,90.0,4.0,within an hour,100.0,100.0,1.0,4.94,1.0
11691554.0,XIV Monte Mario,41.9548,12.41296,Entire home/apt,88.0,93.0,0.94,326.0,4.0,within an hour,100.0,100.0,1.0,4.87,1.0
21916396.0,XII Monte Verde,41.881160736083984,12.467087745666504,Entire home/apt,135.0,222.0,2.2,316.0,2.0,within an hour,100.0,100.0,0.0,4.77,0.0
6235444.0,VII San Giovanni/Cinecittà,41.8803,12.5116,Entire home/apt,75.0,73.0,0.72,307.0,4.0,within an hour,100.0,100.0,1.0,4.7,0.0
1180196.0,I Centro Storico,41.89032,12.49423,Entire home/apt,157.0,555.0,5.11,165.0,4.0,within an hour,100.0,100.0,1.0,4.9,0.0
21419992.0,I Centro Storico,41.90459,12.48936,Entire home/apt,159.0,676.0,6.25,242.0,3.0,within an hour,100.0,100.0,1.0,4.96,1.0
21913533.0,I Centro Storico,41.88866,12.47146,Entire home/apt,273.0,276.0,2.69,150.0,2.0,within an hour,100.0,100.0,1.0,4.89,1.0
21431512.0,XII Monte Verde,41.8605,12.44409,Entire home/apt,50.0,0.0,0.5599999999999999,0.0,2.0,0.4,100.0,0.0,0.0,4.656000000000001,0.0
16493843.0,I Centro Storico,41.89873,12.47228,Entire home/apt,490.0,173.0,1.63,199.0,8.0,within an hour,100.0,100.0,1.0,4.92,0.0
14684671.0,I Centro Storico,41.91517,12.4565,Entire home/apt,147.0,89.0,0.84,309.0,4.0,within an hour,100.0,96.0,0.0,4.93,0.0
21946560.0,I Centro Storico,41.91207,12.4553,Entire home/apt,65.0,20.0,0.21,253.0,2.0,within a day,78.0,44.0,0.0,4.47,0.0
21438341.0,I Centro Storico,41.9078254699707,12.472691535949709,Private room,127.0,32.0,0.31,2.0,3.0,within a few hours,100.0,83.0,0.0,4.91,0.0
21971342.0,XIII Aurelia,41.89693069458008,12.449777603149414,Entire home/apt,172.0,204.0,1.88,65.0,4.0,within an hour,100.0,100.0,1.0,4.67,1.0
21439617.0,XIII Aurelia,41.89585,12.45538,Private room,60.0,27.0,0.26,290.0,2.0,within a few hours,100.0,100.0,1.0,4.65,1.0
21755918.0,XI Arvalia/Portuense,41.87161,12.47004,Entire home/apt,323.0,91.0,0.88,0.0,5.0,within an hour,100.0,100.0,1.0,4.9,1.0
21440812.0,I Centro Storico,41.90197,12.50576,Private room,55.0,186.0,1.72,287.0,1.0,within an hour,100.0,96.0,1.0,4.53,1.0
21580208.0,XIV Monte Mario,41.91161,12.44047,Entire home/apt,240.0,175.0,1.62,257.0,10.0,within a few hours,100.0,88.0,0.0,4.77,0.0
1355106.0,I Centro Storico,41.88986,12.46757,Entire home/apt,150.0,56.0,0.52,6.0,2.0,within an hour,100.0,100.0,1.0,4.85,1.0
1355106.0,I Centro Storico,41.88985,12.46742,Private room,50.0,341.0,3.13,235.0,2.0,within an hour,100.0,100.0,1.0,4.74,1.0
21999509.0,XIII Aurelia,41.89706,12.45636,Entire home/apt,980.0,0.0,2.484,0.0,4.0,0.4,100.0,76.0,0.0,4.902,0.0
6419565.0,I Centro Storico,41.9141,12.46776,Private room,216.0,1.0,0.01,356.0,4.0,within an hour,100.0,100.0,0.0,4.0,1.0
1355106.0,I Centro Storico,41.88985,12.46754,Entire home/apt,145.0,85.0,0.78,1.0,3.0,within an hour,100.0,100.0,1.0,4.8,1.0
21458605.0,XV Cassia/Flaminia,42.01849,12.37042,Entire home/apt,82.0,51.0,0.5,299.0,4.0,0.4,100.0,67.0,0.0,4.94,0.0
22055353.0,I Centro Storico,41.9078,12.47024,Entire home/apt,94.0,36.0,0.34,5.0,5.0,within an hour,100.0,83.8,0.0,4.63,1.0
12964457.0,I Centro Storico,41.89832,12.47631,Entire home/apt,150.0,245.0,2.36,273.0,4.0,within a few hours,96.0,98.0,0.0,4.71,1.0
16710662.0,VII San Giovanni/Cinecittà,41.88114,12.50571,Private room,204.0,3.0,0.03,89.0,2.0,within an hour,100.0,100.0,0.0,4.67,1.0
16710662.0,VII San Giovanni/Cinecittà,41.88131,12.50441,Private room,198.0,2.0,0.16,108.0,2.0,within an hour,100.0,100.0,0.0,4.5,1.0
16710662.0,VII San Giovanni/Cinecittà,41.88299,12.50628,Private room,173.0,3.0,0.06,108.0,1.0,within an hour,100.0,100.0,0.0,4.33,1.0
16710662.0,VII San Giovanni/Cinecittà,41.88313,12.50481,Private room,198.0,1.0,0.01,77.0,3.0,within an hour,100.0,100.0,0.0,4.0,1.0
21210752.0,II Parioli/Nomentano,41.92592,12.46179,Entire home/apt,160.0,11.0,0.1,261.0,8.0,within an hour,100.0,0.0,0.0,4.8,0.0
10617012.0,XIII Aurelia,41.89801,12.44919,Entire home/apt,258.0,103.0,0.97,183.0,8.0,within an hour,100.0,100.0,1.0,4.71,1.0
1355106.0,I Centro Storico,41.8899,12.46744,Entire home/apt,90.0,36.0,0.33,1.0,2.0,within an hour,100.0,100.0,1.0,4.86,1.0
21480168.0,II Parioli/Nomentano,41.91815,12.50797,Private room,87.0,14.0,0.2,7.0,2.0,within a day,100.0,36.0,1.0,4.93,0.0
21484461.0,I Centro Storico,41.90724,12.46687,Entire home/apt,920.0,15.0,0.22,334.0,11.0,within a few hours,100.0,69.0,0.0,4.43,0.0
22115321.0,VII San Giovanni/Cinecittà,41.87779,12.52844,Entire home/apt,120.0,261.0,2.41,310.0,4.0,within an hour,100.0,100.0,1.0,4.91,0.0
1355106.0,I Centro Storico,41.8899,12.46736,Entire home/apt,250.0,30.0,0.28,14.0,4.0,within an hour,100.0,100.0,1.0,4.86,1.0
5290697.0,XII Monte Verde,41.88066,12.45807,Private room,80.0,13.0,0.15,293.0,2.0,within a few hours,100.0,53.0,1.0,5.0,0.0
22119699.0,I Centro Storico,41.90789,12.48873,Entire home/apt,125.0,125.0,1.18,265.0,2.0,within an hour,100.0,96.0,1.0,4.81,0.0
2339272.0,VII San Giovanni/Cinecittà,41.83214,12.56719,Entire home/apt,120.0,18.0,0.18,359.0,2.0,within a day,100.0,65.0,1.0,4.94,0.0
21509024.0,XII Monte Verde,41.88108,12.46391,Entire home/apt,95.0,226.0,2.08,220.0,4.0,within an hour,100.0,100.0,0.0,4.65,1.0
9971823.0,III Monte Sacro,41.94101,12.55212,Entire home/apt,99.0,66.0,0.64,287.0,6.0,within a day,80.0,17.0,0.0,4.74,0.0
382155.0,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,127.0,7.0,0.08,3.0,3.0,within an hour,100.0,100.0,1.0,4.71,1.0
22128333.0,XI Arvalia/Portuense,41.86477,12.47471,Entire home/apt,110.0,142.0,1.61,304.0,2.0,within a few hours,100.0,83.0,1.0,4.85,0.0
2378242.0,II Parioli/Nomentano,41.89733,12.51324,Entire home/apt,95.0,357.0,3.29,321.0,2.0,within an hour,100.0,100.0,0.0,4.46,1.0
21480168.0,II Parioli/Nomentano,41.91905,12.50907,Private room,48.0,17.0,0.17,91.0,3.0,within a day,100.0,36.0,1.0,4.82,1.0
21555666.0,I Centro Storico,41.90647,12.4676,Entire home/apt,260.0,69.0,0.63,341.0,4.0,within a few hours,100.0,60.0,1.0,4.62,0.0
21927215.0,I Centro Storico,41.88842,12.4974,Entire home/apt,190.0,251.0,2.32,318.0,5.0,within a few hours,100.0,100.0,1.0,4.82,0.0
21561057.0,I Centro Storico,41.91248,12.45062,Entire home/apt,81.0,126.0,1.23,321.0,2.0,within an hour,100.0,100.0,0.0,4.73,1.0
16778911.0,V Prenestino/Centocelle,41.87985,12.54129,Private room,40.0,0.0,1.058,218.0,2.0,0.2,100.0,0.0,0.0,4.55,0.0
21485135.0,I Centro Storico,41.9033,12.49424,Private room,100.0,0.0,1.8820000000000001,0.0,2.0,0.6,100.0,81.0,0.0,4.73,0.0
22178816.0,I Centro Storico,41.90757,12.49825,Entire home/apt,499.0,2.0,0.03,0.0,2.0,within a day,100.0,30.0,0.0,3.0,0.0
21485135.0,I Centro Storico,41.90331,12.49273,Private room,135.0,0.0,1.8820000000000001,0.0,3.0,0.6,100.0,81.0,0.0,4.73,0.0
21485135.0,I Centro Storico,41.90185,12.49331,Private room,155.0,0.0,1.8820000000000001,0.0,4.0,0.6,100.0,81.0,0.0,4.73,0.0
21485135.0,I Centro Storico,41.90205,12.49336,Private room,90.0,0.0,1.8820000000000001,0.0,2.0,0.6,100.0,81.0,0.0,4.73,0.0
22183195.0,I Centro Storico,41.88949,12.5031,Entire home/apt,106.0,535.0,5.05,207.0,2.0,within an hour,95.0,100.0,0.0,4.77,1.0
21485135.0,I Centro Storico,41.90251,12.49183,Private room,120.0,0.0,1.8820000000000001,0.0,3.0,0.6,100.0,81.0,0.0,4.73,0.0
21467642.0,I Centro Storico,41.89916,12.47312,Entire home/apt,197.0,118.0,1.14,7.0,4.0,within a few hours,100.0,96.0,0.0,4.58,0.0
21467642.0,I Centro Storico,41.89804,12.47332,Entire home/apt,140.0,97.0,1.01,0.0,2.0,within a few hours,100.0,96.0,0.0,4.67,0.0
22152474.0,I Centro Storico,41.89717,12.47034,Entire home/apt,77.0,312.0,3.04,210.0,2.0,within a few hours,100.0,98.0,1.0,4.87,0.0
21595822.0,VII San Giovanni/Cinecittà,41.8815,12.5116,Private room,52.0,84.0,0.77,0.0,2.0,0.4,98.0,76.4,0.0,4.95,0.0
20888423.0,II Parioli/Nomentano,41.91406,12.50034,Private room,87.0,91.0,0.92,0.0,3.0,within a day,80.0,71.0,0.0,4.65,0.0
21596172.0,II Parioli/Nomentano,41.91929,12.49904,Entire home/apt,158.0,124.0,1.59,315.0,6.0,within an hour,100.0,100.0,0.0,4.8,1.0
22217836.0,I Centro Storico,41.90275,12.50455,Entire home/apt,117.0,0.0,1.428,346.0,4.0,a few days or more,40.0,0.0,0.0,4.832,0.0
10390005.0,VII San Giovanni/Cinecittà,41.86053,12.55399,Private room,450.0,0.0,2.8,365.0,1.0,0.6,86.6,79.2,0.0,4.896,0.0
21485135.0,I Centro Storico,41.90378,12.49224,Private room,85.0,0.0,1.8820000000000001,0.0,3.0,0.6,100.0,81.0,0.0,4.73,0.0
22225418.0,I Centro Storico,41.90779,12.46673,Private room,115.0,5.0,0.06,309.0,2.0,within an hour,100.0,18.0,0.0,5.0,0.0
21485135.0,I Centro Storico,41.90217,12.4944,Private room,100.0,0.0,1.8820000000000001,0.0,3.0,0.6,100.0,81.0,0.0,4.73,0.0
21485135.0,I Centro Storico,41.90268,12.49413,Private room,135.0,0.0,1.8820000000000001,0.0,3.0,0.6,100.0,81.0,0.0,4.73,0.0
81015.0,I Centro Storico,41.89437,12.5018,Entire home/apt,139.0,193.0,1.78,333.0,2.0,within an hour,100.0,85.0,0.0,4.64,1.0
21485135.0,I Centro Storico,41.90362,12.49463,Private room,105.0,0.0,1.8820000000000001,0.0,4.0,0.6,100.0,81.0,0.0,4.73,0.0
21485135.0,I Centro Storico,41.90192,12.49233,Private room,65.0,0.0,1.8820000000000001,0.0,1.0,0.6,100.0,81.0,0.0,4.73,0.0
21485135.0,I Centro Storico,41.90411,12.49265,Private room,90.0,0.0,1.8820000000000001,0.0,1.0,0.6,100.0,81.0,0.0,4.73,0.0
10376269.0,VII San Giovanni/Cinecittà,41.85163,12.59226,Entire home/apt,65.0,108.0,1.07,27.0,2.0,within an hour,100.0,98.0,1.0,4.91,0.0
9922159.0,I Centro Storico,41.90802,12.45244,Entire home/apt,143.0,72.0,0.66,303.0,8.0,within an hour,100.0,100.0,0.0,4.72,1.0
4571163.0,I Centro Storico,41.88763,12.46996,Entire home/apt,100.0,8.0,0.08,128.0,4.0,within a day,90.0,46.0,1.0,4.75,0.0
21961921.0,VII San Giovanni/Cinecittà,41.85197,12.56592,Entire home/apt,90.0,18.0,0.17,50.0,3.0,within an hour,100.0,100.0,0.0,4.5,1.0
1180196.0,I Centro Storico,41.8893,12.49447,Entire home/apt,152.0,530.0,4.97,154.0,4.0,within an hour,100.0,100.0,1.0,4.86,0.0
18136354.0,I Centro Storico,41.897,12.47353,Entire home/apt,230.0,33.0,0.31,326.0,5.0,within an hour,100.0,100.0,1.0,5.0,0.0
1779399.0,I Centro Storico,41.88692,12.46817,Private room,86.0,70.0,0.64,190.0,2.0,within an hour,100.0,81.2,0.0,4.93,0.0
22119699.0,I Centro Storico,41.89066,12.47235,Entire home/apt,124.0,47.0,2.14,246.0,2.0,within an hour,100.0,96.0,1.0,4.87,0.0
21648130.0,XIV Monte Mario,41.90625,12.44107,Entire home/apt,204.0,30.0,0.29,3.0,4.0,within a few hours,100.0,95.0,0.0,4.6,0.0
22251850.0,X Ostia/Acilia,41.73138,12.27864,Private room,77.0,53.0,1.04,352.0,3.0,within an hour,100.0,92.0,1.0,4.72,0.0
22251850.0,X Ostia/Acilia,41.73011,12.27879,Private room,75.0,29.0,0.56,350.0,3.0,within an hour,100.0,92.0,1.0,4.9,0.0
21676683.0,I Centro Storico,41.89469909667969,12.49306583404541,Entire home/apt,899.0,103.0,0.97,268.0,4.0,within an hour,100.0,100.0,1.0,4.97,1.0
21003554.0,I Centro Storico,41.89201,12.46925,Entire home/apt,186.0,363.0,3.35,304.0,4.0,within an hour,100.0,100.0,1.0,4.93,1.0
21488707.0,XIII Aurelia,41.89574,12.43743,Entire home/apt,62.0,290.0,2.67,0.0,2.0,within an hour,100.0,81.0,0.0,4.73,1.0
510170903.0,I Centro Storico,41.90661,12.46114,Entire home/apt,213.0,44.0,0.44,220.0,3.0,within an hour,97.2,82.0,0.0,4.98,1.0
380607.0,I Centro Storico,41.898414611816406,12.477272033691406,Entire home/apt,211.0,175.0,1.68,301.0,2.0,within an hour,100.0,100.0,1.0,4.79,0.0
12499022.0,I Centro Storico,41.888552146276574,12.512759739128674,Entire home/apt,216.0,360.0,3.33,102.0,6.0,within an hour,100.0,99.0,1.0,4.9,1.0
21596172.0,VII San Giovanni/Cinecittà,41.8728,12.51459,Entire home/apt,178.0,78.0,0.74,308.0,6.0,within an hour,100.0,100.0,0.0,4.64,1.0
2405376.0,I Centro Storico,41.89361,12.47689,Entire home/apt,283.0,55.0,0.53,191.0,6.0,within an hour,79.0,85.0,0.0,4.56,1.0
22286673.0,I Centro Storico,41.91974,12.45963,Entire home/apt,60.0,8.0,0.08,0.0,2.0,0.8,100.0,100.0,0.0,4.75,0.0
21723920.0,VIII Appia Antica,41.86524,12.49523,Entire home/apt,250.0,71.0,0.68,63.0,4.0,within an hour,100.0,100.0,0.0,4.79,0.0
6087582.0,II Parioli/Nomentano,41.89786,12.5146,Entire home/apt,109.0,397.0,3.67,311.0,6.0,within an hour,100.0,100.0,0.0,4.56,1.0
21725323.0,I Centro Storico,41.89714,12.46739,Entire home/apt,199.0,50.0,0.49,324.0,4.0,within an hour,100.0,95.0,0.0,4.67,0.0
22273457.0,VII San Giovanni/Cinecittà,41.88347,12.51833,Entire home/apt,186.0,75.0,0.69,0.0,2.0,0.4,100.0,98.2,0.0,4.85,1.0
21729361.0,I Centro Storico,41.89053,12.49512,Private room,100.0,20.0,0.19,143.0,1.0,within an hour,100.0,100.0,1.0,4.95,0.0
22318922.0,I Centro Storico,41.89435,12.4772,Entire home/apt,133.0,18.0,0.21,181.0,5.0,within a day,100.0,84.0,1.0,5.0,0.0
22179104.0,I Centro Storico,41.90013,12.49443,Private room,121.0,260.0,2.94,291.0,3.0,within an hour,100.0,100.0,0.0,4.53,1.0
316068.0,I Centro Storico,41.898,12.46869,Entire home/apt,308.0,183.0,1.69,228.0,8.0,within an hour,100.0,100.0,1.0,4.61,1.0
21732424.0,I Centro Storico,41.89861,12.50073,Entire home/apt,185.0,155.0,1.43,12.0,6.0,within an hour,100.0,0.0,0.0,4.66,0.0
22362393.0,XIII Aurelia,41.89422,12.45121,Entire home/apt,85.0,174.0,1.74,202.0,4.0,within an hour,100.0,100.0,1.0,4.92,0.0
3544464.0,XIII Aurelia,41.89677,12.41914,Entire home/apt,219.0,50.0,0.49,237.0,9.0,within an hour,100.0,100.0,0.0,4.84,1.0
19701843.0,VII San Giovanni/Cinecittà,41.88046,12.51065,Private room,55.0,13.0,0.12,311.0,2.0,within a day,80.0,62.0,0.0,4.85,0.0
21732999.0,I Centro Storico,41.89774,12.47753,Entire home/apt,300.0,478.0,4.4,285.0,7.0,within an hour,100.0,99.0,1.0,4.69,1.0
21738483.0,VII San Giovanni/Cinecittà,41.88408,12.50825,Private room,125.0,6.0,0.06,48.0,2.0,within a day,100.0,51.0,0.0,4.83,0.0
3734272.0,I Centro Storico,41.897995,12.495139,Entire home/apt,153.0,305.0,2.88,33.0,4.0,within an hour,96.0,100.0,1.0,4.87,0.0
22471072.0,XV Cassia/Flaminia,41.94436,12.45769,Entire home/apt,100.0,26.0,1.5,301.0,4.0,within an hour,100.0,100.0,1.0,4.92,0.0
18707778.0,I Centro Storico,41.89887,12.46878,Entire home/apt,179.0,216.0,2.04,162.0,8.0,within an hour,100.0,100.0,1.0,4.71,0.0
21738483.0,VII San Giovanni/Cinecittà,41.88408,12.50825,Private room,110.0,3.0,0.03,39.0,2.0,within a day,100.0,51.0,0.0,5.0,0.0
10986087.0,V Prenestino/Centocelle,41.88384,12.53488,Private room,50.0,14.0,0.13,310.0,1.0,a few days or more,33.0,0.0,0.0,4.71,0.0
2674531.0,II Parioli/Nomentano,41.92557,12.46857,Private room,70.0,32.0,0.3,189.0,1.0,within a few hours,100.0,61.0,0.0,4.72,0.0
22480835.0,V Prenestino/Centocelle,41.89103,12.5317,Entire home/apt,70.0,497.0,4.99,311.0,3.0,within an hour,100.0,100.0,0.0,4.54,0.0
21753880.0,I Centro Storico,41.912292,12.454494,Entire home/apt,185.0,154.0,1.42,324.0,4.0,within an hour,100.0,100.0,1.0,4.88,0.0
22487194.0,I Centro Storico,41.9025,12.47294,Entire home/apt,250.0,7.0,0.07,0.0,4.0,0.6,80.0,79.8,0.0,4.86,0.0
